Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
11	S2NQ	ring the police yeah bathroom door was closed you 'd make sure where your where your your girlfriend was you	're standing	there with a gun yeah you call the police and you 've got them on guard till the police get	ring_VV0 the_AT police_NN2 yeah_UH bathroom_NN1 door_NN1 was_VBDZ closed_JJ you_PPY 'd_VM make_VVI sure_JJ where_CS your_APPGE where_CS your_APPGE your_APPGE girlfriend_NN1 was_VBDZ you_PPY	're_VBR standing_VVG	there_RL with_IW a_AT1 gun_NN1 yeah_UH you_PPY call_VV0 the_AT police_NN2 and_CC you_PPY 've_VH0 got_VVN them_PPHO2 on_II guard_NN1 till_II the_AT police_NN2 get_VV0	Chatting over coffee with my cleaning lady.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0255 S0259 S0260	3	2014-10-14	0:22:17	ANON's home	2014 Q4	2014	Friends, wider family circle	Celebrity Trials, wild birds, wildlife, geese, migration.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=10	276517	276518
12	S2U9	their coffee you know with they 've got their own pub though so I do n't know --UNCLEARWORD and they	're sitting	there they 're in between lessons yeah and they 're getting out these phones and really ? er Ipads you	their_APPGE coffee_NN1 you_PPY know_VV0 with_IW they_PPHS2 've_VH0 got_VVN their_APPGE own_DA pub_NN1 though_RR so_RR I_PPIS1 do_VD0 n't_XX know_VVI --UNCLEARWORD_FU and_CC they_PPHS2	're_VBR sitting_VVG	there_RL they_PPHS2 're_VBR in_II21 between_II22 lessons_NN2 yeah_UH and_CC they_PPHS2 're_VBR getting_VVG out_RP these_DD2 phones_NN2 and_CC really_RR ?_YQUE er_UH Ipads_NP2 you_PPY	Post-meal chat	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0391 S0392 S0393 S0397 S0480 S0545	6	2015-12-29	0:18:01	ANON’s home	2015 Q4	2015	Friends, wider family circle	family history, languages, literature, theatre, art, music, places, people, reminiscing, cutlery, food and drink, religion, hair and beauty, weather, climate change, transport, technology, injury, museums, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=11	340197	340198
13	S2UT	two pairs rather than a four if you see what I mean mm well I did n't think I 'd	be sitting	here in this sunshine no this morning well I 'm rel- relieved it 's given me that 's those are	two_MC pairs_NN2 rather_II21 than_II22 a_AT1 four_MC if_CS you_PPY see_VV0 what_DDQ I_PPIS1 mean_VV0 mm_UH well_RR I_PPIS1 did_VDD n't_XX think_VVI I_PPIS1 'd_VM	be_VBI sitting_VVG	here_RL in_II this_DD1 sunshine_NN1 no_UH this_DD1 morning_NNT1 well_RR I_PPIS1 'm_VBM rel-_FU relieved_VVN it_PPH1 's_VHZ given_VVN me_PPIO1 that_DD1 's_VBZ those_DD2 are_VBR	Conversation over coffee	Discussing, anecdote telling	Revised	Texts not in Sample release	S0238 S0243	2	2014-09-21	1:02:27	My garden room, Bradford	2014 Q3	2014	Close family, partners, very close friends	hand-thrown mugs, milk, weather, spiders, gardening (several times), power cuts, birds, decorating, some friends of ANON, a local festival, an accident in the home	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=12	349559	349560
14	S2UT	cut down mm there 's now a space through to next door now you ca n't see it when you	're sitting	here because of that bush but if you 're further down you can or even mm when I 'm up	cut_VVN down_RP mm_UH there_EX 's_VBZ now_RT a_AT1 space_NN1 through_II to_II next_MD door_NN1 now_RT you_PPY ca_VM n't_XX see_VVI it_PPH1 when_CS you_PPY	're_VBR sitting_VVG	here_RL because_II21 of_II22 that_DD1 bush_NN1 but_CCB if_CS you_PPY 're_VBR further_JJR down_RP you_PPY can_VM or_CC even_RR mm_UH when_CS I_PPIS1 'm_VBM up_RP	Conversation over coffee	Discussing, anecdote telling	Revised	Texts not in Sample release	S0238 S0243	2	2014-09-21	1:02:27	My garden room, Bradford	2014 Q3	2014	Close family, partners, very close friends	hand-thrown mugs, milk, weather, spiders, gardening (several times), power cuts, birds, decorating, some friends of ANON, a local festival, an accident in the home	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=13	350356	350357
15	S2XJ	holiday and we 've gone in with the dogs she 's even given them a bit of ham whe- they	're sat	there the last time we went they said they could n't have any dogs because we had people in with	holiday_NN1 and_CC we_PPIS2 've_VH0 gone_VVN in_RP with_IW the_AT dogs_NN2 she_PPHS1 's_VBZ even_RR given_VVN them_PPHO2 a_AT1 bit_NN1 of_IO ham_NN1 whe-_FU they_PPHS2	're_VBR sat_VVN	there_RL the_AT last_MD time_NNT1 we_PPIS2 went_VVD they_PPHS2 said_VVD they_PPHS2 could_VM n't_XX have_VHI any_DD dogs_NN2 because_CS we_PPIS2 had_VHD people_NN in_RP with_IW	FAMILY DISCUSSING OVENS AND HOUSES	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0604 S0605 S0664 S0665 S0666	7	2016-03-20	0:38:57	HOLIDAY COTTAGE, HEREFORD, ENGLAND	2016 Q1	2016	Close family, partners, very close friends	DISCUSSING NEW HOUSE AND FEATURES	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=14	371579	371580
16	S2XJ	the homework and they knew that if they went home no one was helping them at home they would just	be sitting	in front of the Playstation mm which is n't a bad thing but they would kind of go to our	the_AT homework_NN1 and_CC they_PPHS2 knew_VVD that_CST if_CS they_PPHS2 went_VVD home_RL no_PN121 one_PN122 was_VBDZ helping_VVG them_PPHO2 at_II home_NN1 they_PPHS2 would_VM just_RR	be_VBI sitting_VVG	in_II31 front_II32 of_II33 the_AT Playstation_NN1 mm_UH which_DDQ is_VBZ n't_XX a_AT1 bad_JJ thing_NN1 but_CCB they_PPHS2 would_VM kind_RR21 of_RR22 go_VVI to_II our_APPGE	FAMILY DISCUSSING OVENS AND HOUSES	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0604 S0605 S0664 S0665 S0666	7	2016-03-20	0:38:57	HOLIDAY COTTAGE, HEREFORD, ENGLAND	2016 Q1	2016	Close family, partners, very close friends	DISCUSSING NEW HOUSE AND FEATURES	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=15	373518	373519
17	S2XJ	lot of standing around and eating cucumber sandwiches really oh I know it was pretty I would say he would	be standing	around with the with the crust cut off er ? drinking tea too cup of tea as well cup of	lot_NN1 of_IO standing_VVG around_RP and_CC eating_VVG cucumber_NN1 sandwiches_NN2 really_RR oh_UH I_PPIS1 know_VV0 it_PPH1 was_VBDZ pretty_RG I_PPIS1 would_VM say_VVI he_PPHS1 would_VM	be_VBI standing_VVG	around_RP with_IW the_AT with_IW the_AT crust_NN1 cut_VVN off_RP er_UH ?_YQUE drinking_NN1 tea_NN1 too_RG cup_NN1 of_IO tea_NN1 as_RR21 well_RR22 cup_NN1 of_IO	FAMILY DISCUSSING OVENS AND HOUSES	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0604 S0605 S0664 S0665 S0666	7	2016-03-20	0:38:57	HOLIDAY COTTAGE, HEREFORD, ENGLAND	2016 Q1	2016	Close family, partners, very close friends	DISCUSSING NEW HOUSE AND FEATURES	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=16	376251	376252
18	S2ZU	it you know but you had a nice naked swim I had a nice naked swim yeah and then you	were sitting	like I got to the I got to the the beach ex- you exposed yourself and I suddenly realised I	it_PPH1 you_PPY know_VV0 but_CCB you_PPY had_VHD a_AT1 nice_JJ naked_JJ swim_NN1 I_PPIS1 had_VHD a_AT1 nice_JJ naked_JJ swim_NN1 yeah_UH and_CC then_RT you_PPY	were_VBDR sitting_VVG	like_II I_PPIS1 got_VVD to_II the_AT I_PPIS1 got_VVD to_II the_AT the_AT beach_NN1 ex-_FU you_PPY exposed_VVD yourself_PPX1 and_CC I_PPIS1 suddenly_RR realised_VVD I_PPIS1	3 friends chat to pass the time on a train from London to Margate	discussing, explaining, inquiring, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0326 S0327 S0445	3	2015-07-14	1:53:17	At ANON's home in North London	2015 Q3	2015	Close family, partners, very close friends	politics, house decoration, university, exams, summer plans, travel, family, Scotland, plans for the future, animals, gardens, birds	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=17	416477	416478
19	S2ZU	can pick out certain erm I 'll take sixties will you now ? oh alright one erm and I 'll	be sitting	on a cloud watching --ANONnameM can have eighties --ANONnameM can have seventies and --ANONnameM can have nineties but seventies no	can_VM pick_VVI out_RP certain_JJ erm_UH I_PPIS1 'll_VM take_VVI sixties_MC2 will_VM you_PPY now_RT ?_YQUE oh_UH alright_RR one_MC1 erm_UH and_CC I_PPIS1 'll_VM	be_VBI sitting_VVG	on_II a_AT1 cloud_NN1 watching_VVG --ANONnameM_NP1 can_VM have_VHI eighties_MC2 --ANONnameM_NP1 can_VM have_VHI seventies_MC2 and_CC --ANONnameM_NP1 can_VM have_VHI nineties_MC2 but_CCB seventies_MC2 no_UH	3 friends chat to pass the time on a train from London to Margate	discussing, explaining, inquiring, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0326 S0327 S0445	3	2015-07-14	1:53:17	At ANON's home in North London	2015 Q3	2015	Close family, partners, very close friends	politics, house decoration, university, exams, summer plans, travel, family, Scotland, plans for the future, animals, gardens, birds	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=18	419694	419695
20	S2ZU	an MP yeah he 's erm pretty crafty yeah he is quite I saw him in the street once I	was standing	erm waiting for somebody at the back of the Royal Academy and he came walking along and oh did he	an_AT1 MP_NN1 yeah_UH he_PPHS1 's_VBZ erm_UH pretty_RG crafty_JJ yeah_UH he_PPHS1 is_VBZ quite_RG I_PPIS1 saw_VVD him_PPHO1 in_II the_AT street_NN1 once_CS I_PPIS1	was_VBDZ standing_VVG	erm_UH waiting_VVG for_IF somebody_PN1 at_II the_AT back_NN1 of_IO the_AT Royal_JJ Academy_NN1 and_CC he_PPHS1 came_VVD walking_VVG along_RP and_CC oh_UH did_VDD he_PPHS1	3 friends chat to pass the time on a train from London to Margate	discussing, explaining, inquiring, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0326 S0327 S0445	3	2015-07-14	1:53:17	At ANON's home in North London	2015 Q3	2015	Close family, partners, very close friends	politics, house decoration, university, exams, summer plans, travel, family, Scotland, plans for the future, animals, gardens, birds	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=19	420497	420498
21	S33N	holding a fucking microphone oh dear oh I do n't know I was just trying to read her sign she	was standing	at the end of the on the basically on by the road holding a sign I know I thought she	holding_VVG a_AT1 fucking_JJ microphone_NN1 oh_UH dear_UH oh_UH I_PPIS1 do_VD0 n't_XX know_VVI I_PPIS1 was_VBDZ just_RR trying_VVG to_TO read_VVI her_APPGE sign_NN1 she_PPHS1	was_VBDZ standing_VVG	at_II the_AT end_NN1 of_IO the_AT on_II the_AT basically_RR on_RP by_II the_AT road_NN1 holding_VVG a_AT1 sign_NN1 I_PPIS1 know_VV0 I_PPIS1 thought_VVD she_PPHS1	Couple take a walk and have a chat in the countryside.	Discussing, explaining	Original	Texts within Sample release	S0024 S0144	2	2012-03-11	0:15:43	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Hills, villages, countryside	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=20	470660	470661
22	S346	there you go this is it some shoes I 've got at home I 've got them bloody new shoes	are sitting	there for you I 've got sixes which fit me fine and I 've got fives that fit me fine	there_RL you_PPY go_VV0 this_DD1 is_VBZ it_PPH1 some_DD shoes_NN2 I_PPIS1 've_VH0 got_VVN at_II home_NN1 I_PPIS1 've_VH0 got_VVN them_PPHO2 bloody_RR new_JJ shoes_NN2	are_VBR sitting_VVG	there_RL for_IF you_PPY I_PPIS1 've_VH0 got_VVN sixes_MC2 which_DDQ fit_VV0 me_PPIO1 fine_JJ and_CC I_PPIS1 've_VH0 got_VVN fives_MC2 that_CST fit_VV0 me_PPIO1 fine_JJ	Chatting with close friend while online shopping.	Discussing, explaining, inquiring, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0319	2	2014-10-01	0:56:08	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Women’s clothes/shoes/boots sizing and styles, wearing glasses, spam phone calls, perfume, Internet problems, recent night out, Decoupage, online shopping. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=21	481178	481179
23	S346	behind oh my lord how and earth I know I wear heels and I think you wear those when you	're sitting	down and you have to get someone to carry you out the room right next page oh dear I wo	behind_RL oh_UH my_APPGE lord_NN1 how_RRQ and_CC earth_NN1 I_PPIS1 know_VV0 I_PPIS1 wear_VV0 heels_NN2 and_CC I_PPIS1 think_VV0 you_PPY wear_VV0 those_DD2 when_CS you_PPY	're_VBR sitting_VVG	down_RP and_CC you_PPY have_VH0 to_TO get_VVI someone_PN1 to_TO carry_VVI you_PPY out_RP the_AT room_NN1 right_RR next_MD page_NN1 oh_UH dear_UH I_PPIS1 wo_VM	Chatting with close friend while online shopping.	Discussing, explaining, inquiring, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0319	2	2014-10-01	0:56:08	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Women’s clothes/shoes/boots sizing and styles, wearing glasses, spam phone calls, perfume, Internet problems, recent night out, Decoupage, online shopping. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=22	482227	482228
24	S37E	well it was n't thankfully but you know the smoking no but it was it was terrible yeah and you	were sitting	there eating your breakfast thinking yeah you 've only ever been in the --ANONplace but it was well it was	well_RR it_PPH1 was_VBDZ n't_XX thankfully_RR but_CCB you_PPY know_VV0 the_AT smoking_NN1 no_UH but_CCB it_PPH1 was_VBDZ it_PPH1 was_VBDZ terrible_JJ yeah_UH and_CC you_PPY	were_VBDR sitting_VVG	there_RL eating_VVG your_APPGE breakfast_NN1 thinking_NN1 yeah_UH you_PPY 've_VH0 only_RR ever_RR been_VBN in_II the_AT --ANONplace_NP1 but_CCB it_PPH1 was_VBDZ well_JJ it_PPH1 was_VBDZ	Family catch-up on the way to the train station 	Discussing, explaining, inquiring, complaining, advising, inviting, announcing,  anecdote telling, making arrangements	Revised	Texts within Sample release	S0439 S0440 S0481	3	2015-09-12	0:20:53	car	2015 Q3	2015	Close family, partners, very close friends	Local area, organizing plans to London, history, housing, money, pubs, holidays. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=23	546639	546640
25	S37K	do eh at some point ? yes mm North --UNCLEARWORD in a field full of --UNCLEARWORD You 're going to	be sitting	--UNCLEARWORD ? no oh pass it you might have to supply the --UNCLEARWORD I know Motts do n't do n't	do_VD0 eh_UH at_II some_DD point_NN1 ?_YQUE yes_UH mm_UH North_ND1 --UNCLEARWORD_FU in_II a_AT1 field_NN1 full_JJ of_IO --UNCLEARWORD_FU You_PPY 're_VBR going_VVGK to_TO	be_VBI sitting_VVG	--UNCLEARWORD_FU ?_YQUE no_UH oh_UH pass_VV0 it_PPH1 you_PPY might_VM have_VHI to_TO supply_VVI the_AT --UNCLEARWORD_FU I_PPIS1 know_VV0 Motts_NP2 do_VD0 n't_XX do_VD0 n't_XX		Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements, telling jokes	Original	Texts within Sample release	S0058 S0120 S0179	3	2012-03-11	1:26:37	ANON and ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Holidays, TV, food	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o5&batch=24	553418	553419
